#READING v1
Language: Spanish
Description: Conjunto de oraciones y preguntas minimalista, en español.
######
v1
1: Los niños disfrutaron del paseo mucho más que yo.| 
2: Mucho ruido y pocas nueces.|
3: De lo que no se sabe es mejor callar.|
4: Quien mal anda mal acaba.|
5: Chancho limpio nunca engorda.|
6: La guadaña es el símbolo de la muerte.|
7: Baco es el Dios del vino.|
8: Pedro es el único actor de la novela.|
9: A la isla se puede llegar solamente por avión.|
10: Juan se dislocó el hombro por tercera vez.|
16:En la casa de Juan no hay animales.| 
21:Javier tiene amigos que son muy raros.|
27:Jorge consiguió una beca para estudiar 
30:Gustavo encontró una billetera tirada en el bar.| 
32:Luis miró todo el partido de fútbol.| 
36:A Mario le gusta ver cine los domingos.| 
42:La casa de Martín tiene un parque muy grande.|
45:Juan no anda bien con su pareja.| 
50:La película terminó de forma extraña.|
56:Luis visitó el mes pasado a unos parientes de Europa.| 
59:Laura me recomendó consultar urgente al médico.| 
68:En Londres el clima es muy húmedo.| 
71:A Miguel le entregaron ayer el auto nuevo.| 
73:Elisa nunca supo cómo resolver el problema.|
76:Ayer charlamos con Laura sobre su hija.| 
84:La discusión de ayer era inevitable.|
87:Daniel preparó café para sus amigos.|
93:No fueron claras las cuentas de la empresa.| 
96:Los amigos lo acompañaron en ese momento.|
104:La picadura de ciertas arañas puede ser mortal.|
107:Tanto insistió con eso que al final se lo dieron.|
110:El mago hizo trucos con cartas.|
112:Los niños se asustaron cuando vieron a los leones.| 
118:A Luis no lo engañan con ese viejo truco.| 
121:Los hijos de Juan estudiaron durante las vacaciones.|
127:El hermano de Martín es un médico muy prestigioso.|
136:Este año iremos de vacaciones a la montaña.|
139:La madre de Mariela es una muy buena repostera.|
141:Durante la noche algunos felinos salen a cazar.|
148:El oro es un metal muy codiciado.|
151:Algunos días el cielo está todo estrellado.|
154:Juan tiene muy poca visión en ambos ojos.| 
157:El patrón le ordenó a la criada callarse.|
159:Él se encontró con María el otro día.|
162:En su casa siempre hacen comidas muy elaboradas.|
172:Los loros comieron la plantación de maiz.|
181:María nunca ha hecho llorar a sus padres.|
190:Cada lengua del mundo posee una gramática.|
196:El destino volvió a unir a los amigos.|
197:En el tribunal la votación fue reñida.|

#READING
1366 768
0001   3339374 0 0 248 369 0 0 0 0 9 0 2.91735 
0001   3339627 0 0 594 306 0 0 3 19 9 0 3.40774 
0001   3339636 0 0 610 358 0 0 3 20 9 0 3.34676 
0001   3339641 0 0 602 310 0 0 3 20 9 0 3.34931 
0001   3339648 182 315 599 306 0 0 3 20 9 3.27693 3.15434 
0001   3339655 240 356 246 362 0 0 0 0 9 3.43791 3.09359 
0001   3339661 276 369 320 366 0 0 1 2 9 3.35557 3.01818 
0001   3339668 273 365 315 362 0 0 1 2 9 3.28048 3.17629 
0001   3339675 267 360 287 317 0 0 0 0 9 3.26408 3.09904 
0001   3339682 252 288 343 343 0 0 1 4 9 3.26436 3.1154 
0001   3339688 256 293 348 347 0 0 1 4 9 3.29438 3.10784 
0001   3339695 268 359 324 326 0 0 1 3 9 3.2533 3.08223 
0001   3339701 183 295 290 323 0 0 0 0 9 3.30957 3.07671 
0001   3339708 183 295 290 323 0 0 0 0 9 3.29865 3.10094 
0001   3339715 272 360 294 347 0 0 1 1 9 3.31071 3.07452 
0001   3339722 262 369 313 326 0 0 1 2 9 3.26498 3.13389 
0001   3339728 265 374 313 326 0 0 1 2 9 3.25131 3.02571 
0001   3339735 265 379 270 331 0 0 0 0 9 3.26886 3.05464 
0001   3339742 261 365 244 313 0 0 0 0 9 3.32245 3.03135 
0001   3339749 270 379 256 320 0 0 0 0 9 3.33529 3.02762 
0001   3339755 256 388 284 345 0 0 0 0 9 3.39371 3.04982 
0001   3339762 258 409 306 369 0 0 1 1 9 3.3616 3.02276 
0001   3339769 258 409 312 373 0 0 1 2 9 3.39628 3.02166 
0001   3339775 230 372 313 390 0 0 1 2 9 3.37441 3.10523 
0001   3339782 219 384 327 397 0 0 1 3 9 3.40376 3.08939 
0001   3339789 203 365 311 388 0 0 1 2 9 3.37849 3.11892 
0001   3339795 221 385 321 418 0 0 1 2 9 3.40757 3.08679 
0001   3339802 198 352 217 352 0 0 0 0 9 3.37344 3.02786 
0001   3339809 198 352 211 348 0 0 0 0 9 3.40226 3.13586 
0001   3339815 195 317 212 310 0 0 0 0 9 3.40289 3.08374 
0001   3339822 239 403 221 322 0 0 0 0 9 3.39886 3.09197 
